,state,id,city
339,Punjab,23,Jalandhar
340,Punjab,156,Kapurthala
341,Punjab,73,Ludhiana
342,Punjab,108,Mansa
343,Punjab,116,Moga
344,Punjab,128,Mohali
345,Punjab,112,Muktsar
346,Punjab,161,Pathankot
347,Punjab,124,Patiala
348,Punjab,122,Sangrur
349,Punjab,155,Shahid Bhagat Singh Nagar
350,Punjab,157,Tarn Taran Sahib
351,Rajasthan,236,Ajmer
352,Rajasthan,247,Alwar
353,Rajasthan,231,Banswara
354,Rajasthan,239,Baran
355,Rajasthan,609,Barmer
356,Rajasthan,246,Bharatpur
357,Rajasthan,237,Bhilwara
358,Rajasthan,227,Bikaner
359,Rajasthan,241,Bundi
360,Rajasthan,238,Chittorgarh
361,Rajasthan,232,Churu
362,Rajasthan,248,Dausa
363,Rajasthan,245,Dholpur
364,Rajasthan,230,Dungarpur
365,Rajasthan,228,Ganganagar
366,Rajasthan,229,Hanumangarh
367,Rajasthan,21,Jaipur
368,Rajasthan,610,Jaisalmer
369,Rajasthan,223,Jalore
370,Rajasthan,233,Jhunjhunu
371,Rajasthan,221,Jodhpur
372,Rajasthan,244,Karauli
373,Rajasthan,45,Kota
374,Rajasthan,226,Nagaur
375,Rajasthan,222,Pali
376,Rajasthan,242,Sawai Madhopur
377,Rajasthan,235,Sikar
378,Rajasthan,224,Sirohi
379,Rajasthan,243,Tonk
380,Rajasthan,225,Udaipur
381,Sikkim,17,Gangtok
382,Sikkim,162,Geyzing
383,Sikkim,163,Namchi
384,Tamil Nadu,487,Ariyalur
385,Tamil Nadu,5,Chennai
386,Tamil Nadu,509,Coimbatore
387,Tamil Nadu,512,Cuddalore
388,Tamil Nadu,504,Dharmapuri
389,Tamil Nadu,480,Dindigul
390,Tamil Nadu,506,Erode
391,Tamil Nadu,519,Kanchipuram
392,Tamil Nadu,500,Karur
393,Tamil Nadu,478,Madurai
394,Tamil Nadu,498,Nagapattinam
395,Tamil Nadu,469,Nagercoil
396,Tamil Nadu,501,Namakkal
397,Tamil Nadu,511,Ooty
398,Tamil Nadu,485,Perambalur
399,Tamil Nadu,482,Pudukkottai
400,Tamil Nadu,658,Ramanathapuram
401,Tamil Nadu,503,Salem
402,Tamil Nadu,479,Sivaganga
403,Tamil Nadu,495,Thanjavur
404,Tamil Nadu,476,Theni
405,Tamil Nadu,520,Thiruvallur
406,Tamil Nadu,474,Thoothukudi
407,Tamil Nadu,492,Tiruchirappalli
408,Tamil Nadu,471,Tirunelveli
409,Tamil Nadu,507,Tiruppur
410,Tamil Nadu,515,Tiruvannamalai
411,Tamil Nadu,496,Tiruvarur
412,Tamil Nadu,517,Vellore
413,Tamil Nadu,514,Viluppuram
414,Tamil Nadu,475,Virudhunagar
415,Telangana,493,Adilabad
416,Telangana,490,Karimnagar
417,Telangana,488,Khammam
418,Telangana,484,Mahabubnagar
419,Telangana,486,Nalgonda
420,Telangana,491,Nizamabad
421,Telangana,494,Sangareddy
422,Telangana,489,Warangal
423,Tripura,9,Agartala
424,Uttar Pradesh,72,Agra
425,Uttar Pradesh,438,Akbarpur
426,Uttar Pradesh,395,Aligarh
427,Uttar Pradesh,442,Allahabad
428,Uttar Pradesh,271,Auraiya
429,Uttar Pradesh,310,Bagpat
430,Uttar Pradesh,421,Bahraich
431,Uttar Pradesh,445,Ballia
432,Uttar Pradesh,423,Balrampur
433,Uttar Pradesh,268,Banda
434,Uttar Pradesh,303,Barabanki
435,Uttar Pradesh,415,Bareilly
436,Uttar Pradesh,426,Basti
437,Uttar Pradesh,309,Bijnor
438,Uttar Pradesh,413,Budaun
439,Uttar Pradesh,312,Bulandshahr
440,Uttar Pradesh,448,Chandauli
441,Uttar Pradesh,431,Deoria
442,Uttar Pradesh,407,Etah
443,Uttar Pradesh,273,Etawah
444,Uttar Pradesh,425,Faizabad
445,Uttar Pradesh,284,Fatehpur
446,Uttar Pradesh,77,Firozabad
447,Uttar Pradesh,435,Gauriganj
448,Uttar Pradesh,39,Ghaziabad
449,Uttar Pradesh,446,Ghazipur
450,Uttar Pradesh,424,Gonda
451,Uttar Pradesh,428,Gorakhpur
452,Uttar Pradesh,305,Hardoi
453,Uttar Pradesh,443,Jaunpur
454,Uttar Pradesh,260,Jhansi
455,Uttar Pradesh,659,Jyotiba Phule Nagar
456,Uttar Pradesh,304,Kannauj
457,Uttar Pradesh,292,Kanpur
458,Uttar Pradesh,408,Kasganj
459,Uttar Pradesh,441,Kaushambi
460,Uttar Pradesh,430,Kushinagar
461,Uttar Pradesh,418,Lakhimpur Kheri
462,Uttar Pradesh,255,Lalitpur
463,Uttar Pradesh,25,Lucknow
464,Uttar Pradesh,660,Mahamaya Nagar
465,Uttar Pradesh,429,Maharajganj
466,Uttar Pradesh,266,Mahoba
467,Uttar Pradesh,275,Mainpuri
468,Uttar Pradesh,396,Mathura
469,Uttar Pradesh,444,Mau
470,Uttar Pradesh,311,Meerut
471,Uttar Pradesh,450,Mirzapur
472,Uttar Pradesh,410,Moradabad
473,Uttar Pradesh,308,Muzaffarnagar
474,Uttar Pradesh,37,Noida
475,Uttar Pradesh,269,Orai
476,Uttar Pradesh,417,Pilibhit
477,Uttar Pradesh,439,Pratapgarh
478,Uttar Pradesh,433,Raebareli
479,Uttar Pradesh,412,Rampur
480,Uttar Pradesh,447,Robertsganj
481,Uttar Pradesh,306,Saharanpur
482,Uttar Pradesh,427,Sant Kabir Nagar
483,Uttar Pradesh,414,Shahjahanpur
484,Uttar Pradesh,420,Sitapur
485,Uttar Pradesh,436,Sultanpur
486,Uttar Pradesh,297,Unnao
487,Uttar Pradesh,451,Varanasi
488,Uttarakhand,169,Almora
489,Uttarakhand,16,Dehradun
490,Uttarakhand,167,Haridwar
491,Uttarakhand,170,Nainital
492,Uttarakhand,165,New Tehri
493,Uttarakhand,173,Pithoragarh
494,Uttarakhand,172,Rudrapur
